Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Bug type (product.metafields.shopify.bug-type),Chocolate type (product.metafields.shopify.chocolate-type),Color (product.metafields.shopify.color-pattern),Country (product.metafields.shopify.country),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary use (product.metafields.shopify.dietary-use),Dispenser type (product.metafields.shopify.dispenser-type),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Ingredient category (product.metafields.shopify.ingredient-category),Ingredients (product.metafields.shopify.ingredients),Lubricant application (product.metafields.shopify.lubricant-application),Material (product.metafields.shopify.material),Pasta type (product.metafields.shopify.pasta-type),Pet supply product form (product.metafields.shopify.pet-supply-product-form),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Tea input type (product.metafields.shopify.tea-input-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,image_url_go_upc,image_url_barcode_lookup
8.75E+11,Organic Konjac_Better Than Non Drain Sticky Rice_300g,<p>Organic Konjac_Better Than Non Drain Sticky Rice_300g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BT-628,3269,shopify,continue,manual,6.38,7.66,TRUE,TRUE,'875405006281,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.99,active,,
8.75E+11,Organic Konjac_Better Than Non Drain Angel Hair Pasta_300g,<p>Organic Konjac_Better Than Non Drain Angel Hair Pasta_300g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BT-626,3269,shopify,continue,manual,6.38,7.66,TRUE,TRUE,'875405006267,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.99,active,,
8.75E+11,Organic Konjac_Better Than Non Drain Ramen Noodles_300g,<p>Organic Konjac_Better Than Non Drain Ramen Noodles_300g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BT-625,3269,shopify,continue,manual,6.38,7.66,TRUE,TRUE,'875405006250,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.99,active,,
8.75E+11,Organic Konjac_Better Than Pasta Organic Konjac Penne_385g,<p>Organic Konjac_Better Than Pasta Organic Konjac Penne_385g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BT-622,3269,shopify,continue,manual,6.38,7.66,TRUE,TRUE,'875405006229,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.99,active,,
8.75E+11,Organic Konjac_Better Than Noodles Organic Konjac Thai Style Noodles_385g,<p>Organic Konjac_Better Than Noodles Organic Konjac Thai Style Noodles_385g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BT-621,3269,shopify,continue,manual,6.38,7.66,TRUE,TRUE,'875405006212,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.99,active,,
8.75E+11,Organic Konjac_Better Than Rice Organic Konjac Rice_14oz,<p>Organic Konjac_Better Than Rice Organic Konjac Rice_14oz</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BT-620,3269,shopify,continue,manual,6.38,7.66,TRUE,TRUE,'875405006205,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.99,active,,
8.75E+11,Ecoideas _Organic Black Cumin Seed Oil_225ml,<p>Ecoideas _Organic Black Cumin Seed Oil_225ml</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-320,3269,shopify,continue,manual,52.78,63.34,TRUE,TRUE,'875405003204,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,32.99,active,,
8.75E+11,Ecoideas _Organic Raw Pumpkin Seed Oil_225ml,<p>Ecoideas _Organic Raw Pumpkin Seed Oil_225ml</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-315,3269,shopify,continue,manual,27.71,33.25,TRUE,TRUE,'875405003150,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,17.32,active,,
8.75E+11,Ecoideas _Organic Black Cumin Seed Oil Blend_225ml,<p>Ecoideas _Organic Black Cumin Seed Oil Blend_225ml</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-297,3269,shopify,continue,manual,60.78,72.94,TRUE,TRUE,'875405002979,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,37.99,active,,
8.75E+11,Ecoideas_Himalayan Soapnuts™_250g,<p>Ecoideas_Himalayan Soapnuts™_250g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-HS2,3269,shopify,continue,manual,14.38,17.26,TRUE,TRUE,'875405002023,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.99,active,,
8.75E+11,Ecoideas_Himalayan Soapnuts™_1 kg,<p>Ecoideas_Himalayan Soapnuts™_1 kg</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-HS1,3269,shopify,continue,manual,47.98,57.58,TRUE,TRUE,'875405002009,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,29.99,active,,
8.75E+11,Ecoideas_Organic Premium OSS Maca_454g,<p>Ecoideas_Organic Premium OSS Maca_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ES027,3269,shopify,continue,manual,35.18,42.22,TRUE,TRUE,'875405001538,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,21.99,active,,
8.75E+11,Ecoideas_Organic Premium OSS Maca_227g,<p>Ecoideas_Organic Premium OSS Maca_227g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ES026,3269,shopify,continue,manual,19.98,23.98,TRUE,TRUE,'875405001521,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.49,active,,
8.75E+11,Ecoideas_Organic Gelatinized Maca_454g,<p>Ecoideas_Organic Gelatinized Maca_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ES025,3269,shopify,continue,manual,35.18,42.22,TRUE,TRUE,'875405001514,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,21.99,active,,
8.75E+11,Ecoideas_Organic Gelatinized Maca_227g,<p>Ecoideas_Organic Gelatinized Maca_227g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ES024,3269,shopify,continue,manual,19.98,23.98,TRUE,TRUE,'875405001507,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.49,active,,
8.75E+11,Ecoideas_Organic Raw Maca_454g,<p>Ecoideas_Organic Raw Maca_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ES023,3269,shopify,continue,manual,35.18,42.22,TRUE,TRUE,'875405001491,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,21.99,active,,
8.75E+11,Ecoideas_Organic Raw Maca_227g,<p>Ecoideas_Organic Raw Maca_227g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ES022,3269,shopify,continue,manual,19.98,23.98,TRUE,TRUE,'875405001484,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.49,active,,
8.75E+11,Ecoideas_Organic Yellow Maca_454g,<p>Ecoideas_Organic Yellow Maca_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ES021,3269,shopify,continue,manual,35.18,42.22,TRUE,TRUE,'875405001477,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,21.99,active,,
8.75E+11,Ecoideas_Organic Yellow Maca_227g,<p>Ecoideas_Organic Yellow Maca_227g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ES020,3269,shopify,continue,manual,19.98,23.98,TRUE,TRUE,'875405001460,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.49,active,,
8.75E+11,Lumière de Sel Body Care & Wellness_Himalayan Neti Pot_no salt incl,<p>Lumière de Sel Body Care &amp; Wellness_Himalayan Neti Pot_no salt incl</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BS010,3269,shopify,continue,manual,17.49,20.99,TRUE,TRUE,'875405000340,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10.93,active,,
8.75E+11,Lumière de Sel Body Care & Wellness_Himalayan Salt Inhaler™_(salt incl.),<p>Lumière de Sel Body Care &amp; Wellness_Himalayan Salt Inhaler™_(salt incl.)</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BS006,3269,shopify,continue,manual,33.49,40.19,TRUE,TRUE,'875405000333,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,20.93,active,,
8.75E+11,Lumière de Sel Body Care & Wellness_Himalayan Salt Box - Bath Salt_500g,<p>Lumière de Sel Body Care &amp; Wellness_Himalayan Salt Box - Bath Salt_500g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BS0012,3269,shopify,continue,manual,10,12,TRUE,TRUE,'875405000319,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6.25,active,,
8.75E+11,Lumière de Sel Body Care & Wellness_Himalayan Salt Box - Bath Salt_1000g,<p>Lumière de Sel Body Care &amp; Wellness_Himalayan Salt Box - Bath Salt_1000g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BS001,3269,shopify,continue,manual,17.98,21.58,TRUE,TRUE,'875405000302,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.24,active,,
8.75E+11,Lumière de Sel Body Care & Wellness_Himalayan Crystal Salt Stones - For Brine_500g,<p>Lumière de Sel Body Care &amp; Wellness_Himalayan Crystal Salt Stones - For Brine_500g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,CS0012,3269,shopify,continue,manual,9.04,10.85,TRUE,TRUE,'875405000012,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.65,active,,
8.60E+11,Yemaya Organics_Sea Moss Gel Pouch - Natural - (454g)_454g,<p>Yemaya Organics_Sea Moss Gel Pouch - Natural - (454g)_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,YEM-994,3269,shopify,continue,manual,37.76,45.31,TRUE,TRUE,'860012419944,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,23.6,active,,
8.60E+11,Yemaya Organics_Sea Moss Gel Pouch - Passionfruit - (454g)_454g,<p>Yemaya Organics_Sea Moss Gel Pouch - Passionfruit - (454g)_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,YEM-993,3269,shopify,continue,manual,37.76,45.31,TRUE,TRUE,'860012419937,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,23.6,active,,
8.60E+11,Yemaya Organics_Sea Moss Gel Pouch - Mango - (454g)_454g,<p>Yemaya Organics_Sea Moss Gel Pouch - Mango - (454g)_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,YEM-992,3269,shopify,continue,manual,37.76,45.31,TRUE,TRUE,'860012419920,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,23.6,active,,
8.60E+11,Yemaya Organics_Sea Moss Gel Pouch - Strawberry - (454g)_454g,<p>Yemaya Organics_Sea Moss Gel Pouch - Strawberry - (454g)_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,YEM-991,3269,shopify,continue,manual,37.76,45.31,TRUE,TRUE,'860012419913,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,23.6,active,,
8.60E+11,Yemaya Organics_Sea Moss Gel Pouch - Pineapple - (454g)_454g,<p>Yemaya Organics_Sea Moss Gel Pouch - Pineapple - (454g)_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,YEM-990,3269,shopify,continue,manual,37.76,45.31,TRUE,TRUE,'860012419906,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,23.6,active,,
8.60E+11,Yemaya Organics_Raw Sea Moss - Full Spectrum - (71g)_71g,<p>Yemaya Organics_Raw Sea Moss - Full Spectrum - (71g)_71g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,YEM-204,3269,shopify,continue,manual,27.49,32.99,TRUE,TRUE,'860007552045,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,17.18,active,,
8.60E+11,Yemaya Organics_Raw Sea Moss - Purple - (71g)_71g,<p>Yemaya Organics_Raw Sea Moss - Purple - (71g)_71g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,YEM-202,3269,shopify,continue,manual,27.49,32.99,TRUE,TRUE,'860007552021,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,17.18,active,,
8.57E+11,Pop Time_Pop Time - Sea Salt Kettle Cooked Popcorn_128g,<p>Pop Time_Pop Time - Sea Salt Kettle Cooked Popcorn_128g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,POP-644,3269,shopify,continue,manual,7.44,8.93,TRUE,TRUE,'857220006448,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.65,active,,
8.57E+11,Pop Time_Pop Time - Butter Flavored Kettle Corn_135g,<p>Pop Time_Pop Time - Butter Flavored Kettle Corn_135g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,POP-640,3269,shopify,continue,manual,7.44,8.93,TRUE,TRUE,'857220006400,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.65,active,,
8.54E+11,Hi Bar_HiBAR Volumize Conditioner_1ea,<p>Hi Bar_HiBAR Volumize Conditioner_1ea</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,HIB-775,3269,shopify,continue,manual,16.24,19.49,TRUE,TRUE,'854323007754,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10.15,active,,
8.54E+11,Hi Bar_HiBAR Volumize Shampoo_1ea,<p>Hi Bar_HiBAR Volumize Shampoo_1ea</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,HIB-774,3269,shopify,continue,manual,16.24,19.49,TRUE,TRUE,'854323007747,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10.15,active,,
8.54E+11,Hi Bar_HiBAR Maintain Conditoner_1ea,<p>Hi Bar_HiBAR Maintain Conditoner_1ea</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,HIB-771,3269,shopify,continue,manual,16.24,19.49,TRUE,TRUE,'854323007716,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10.15,active,,
8.53E+11,Living Intentions_Sprouted Almonds_454g,<p>Living Intentions_Sprouted Almonds_454g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,LI-446,3269,shopify,continue,manual,36.24,43.49,TRUE,TRUE,'853037004462,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,22.65,active,,
8.53E+11,Living Intentions_Superfood Cereal - Radiant Raspberry _225g,<p>Living Intentions_Superfood Cereal - Radiant Raspberry _225g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,LI-443,3269,shopify,continue,manual,17.04,20.45,TRUE,TRUE,'853037004431,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10.65,active,,
8.50E+11,Sparkling Watermelon Elderflower,<p>Sparkling Watermelon Elderflower</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MLT-656,3269,shopify,continue,manual,6.7,8.04,TRUE,TRUE,'850056406567,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active,,
8.50E+11,Sparkling Yuzu Lime,<p>Sparkling Yuzu Lime</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MLT-654,3269,shopify,continue,manual,6.7,8.04,TRUE,TRUE,'850056406543,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active,,
8.50E+11,Sparkling Strawberry Lavender,<p>Sparkling Strawberry Lavender</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MLT-650,3269,shopify,continue,manual,6.7,8.04,TRUE,TRUE,'850056406529,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active,,
8.50E+11,Sparkling Coconut Pineapple,<p>Sparkling Coconut Pineapple</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MLT-652,3269,shopify,continue,manual,6.7,8.04,TRUE,TRUE,'850056406505,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active,,
8.50E+11,Sparkling Strawberry Lemonade,<p>Sparkling Strawberry Lemonade</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MLT-644,3269,shopify,continue,manual,6.7,8.04,TRUE,TRUE,'850056406482,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active,,
8.50E+11,Sparkling Orange Cream,<p>Sparkling Orange Cream</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MLT-646,3269,shopify,continue,manual,6.7,8.04,TRUE,TRUE,'850056406468,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active,,
8.50E+11,Sparkling Mango Guava,<p>Sparkling Mango Guava</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MLT-648,3269,shopify,continue,manual,6.7,8.04,TRUE,TRUE,'850056406444,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active,,
8.50E+11,Sparkling Black Cherry,<p>Sparkling Black Cherry</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MLT-642,3269,shopify,continue,manual,6.7,8.04,TRUE,TRUE,'850056406420,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active,,
8.50E+11,Pop Time_Pop Time - Sweet and Spicy Jalapeno Popcorn with Avocado Oil_198g,<p>Pop Time_Pop Time - Sweet and Spicy Jalapeno Popcorn with Avocado Oil_198g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,POP-827,3269,shopify,continue,manual,9.04,10.85,TRUE,TRUE,'850053118272,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.65,active,,
8.50E+11,Pop Time_Pop Time - Movie Butter Popcorn with Avocado Oil_135g,<p>Pop Time_Pop Time - Movie Butter Popcorn with Avocado Oil_135g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,POP-826,3269,shopify,continue,manual,9.04,10.85,TRUE,TRUE,'850053118265,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.65,active,,
8.50E+11,Pop Time_Pop Time - White Cheddar Popcorn with Avocado Oil_135g,<p>Pop Time_Pop Time - White Cheddar Popcorn with Avocado Oil_135g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,POP-825,3269,shopify,continue,manual,9.04,10.85,TRUE,TRUE,'850053118258,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.65,active,,
8.50E+11,Pop Time_Pop Time - Sweet n Salty Popcorn with Avocado Oil_198g,<p>Pop Time_Pop Time - Sweet n Salty Popcorn with Avocado Oil_198g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,POP-824,3269,shopify,continue,manual,9.04,10.85,TRUE,TRUE,'850053118241,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.65,active,,
8.50E+11,Pop Time_Pop Time - Sea Salt Popcorn with Avocado Oil_128g,<p>Pop Time_Pop Time - Sea Salt Popcorn with Avocado Oil_128g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,POP-823,3269,shopify,continue,manual,9.04,10.85,TRUE,TRUE,'850053118234,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.65,active,,
8.50E+11,Pop Time_Pop Time - Sea Salt w a Hint of Lime Popcorn with Avocado Oil_128g,<p>Pop Time_Pop Time - Sea Salt w a Hint of Lime Popcorn with Avocado Oil_128g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,POP-822,3269,shopify,continue,manual,9.04,10.85,TRUE,TRUE,'850053118227,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.65,active,,
8.50E+11,Pop Time_Poptime Creations Cinnamon & Marshmallow_142g,<p>Pop Time_Poptime Creations Cinnamon &amp; Marshmallow_142g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,POP-203,3269,shopify,continue,manual,7.44,8.93,TRUE,TRUE,'850010422039,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.65,active,,
8.14E+11,Living Intentions_Sprouted Nuts - Almonds Unsalted_170g,<p>Living Intentions_Sprouted Nuts - Almonds Unsalted_170g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,LI-039,3269,shopify,continue,manual,15.98,19.18,TRUE,TRUE,'813700020397,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,9.99,active,,
8.14E+11,"Living Intentions_Superfood Nut Blends - Thai Curry, w/Live Cultures_113g","<p>Living Intentions_Superfood Nut Blends - Thai Curry, w/Live Cultures_113g</p>",Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,LI-038,3269,shopify,continue,manual,13.84,16.61,TRUE,TRUE,'813700020380,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.65,active,,
8.14E+11,"Living Intentions_Superfood Nut Blends - Dark Cacao, w/Live Cultures_113g","<p>Living Intentions_Superfood Nut Blends - Dark Cacao, w/Live Cultures_113g</p>",Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,LI-036,3269,shopify,continue,manual,13.84,16.61,TRUE,TRUE,'813700020366,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.65,active,,
8.14E+11,"Living Intentions_Superfood Nut Blends - Malted Maple, w/Live Cultures_113g","<p>Living Intentions_Superfood Nut Blends - Malted Maple, w/Live Cultures_113g</p>",Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,LI-035,3269,shopify,continue,manual,13.84,16.61,TRUE,TRUE,'813700020359,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.65,active,,
8.14E+11,Living Intentions_Sprouted Seed - Sprouted Pumpkin Seeds_227g,<p>Living Intentions_Sprouted Seed - Sprouted Pumpkin Seeds_227g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,LI-521,3269,shopify,continue,manual,15.98,19.18,TRUE,TRUE,'813700020236,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,9.99,active,,
8.14E+11,Living Intentions_Superfood Cereal - Hemp & Greens_225g,<p>Living Intentions_Superfood Cereal - Hemp &amp; Greens_225g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,LI-003,3269,shopify,continue,manual,17.04,20.45,TRUE,TRUE,'813700020038,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10.65,active,,
